,RFdiam,bsl,bsl_FR,layer,maxamplif,maxamplif_diam,maxamplif_perc,maxquench,maxquench_diam,maxquench_perc,qtype_signi
0,0.20000000000000004,1.1854181725176354,1.5305012531328321,SG,0.7236647047904923,1.4999999999999998,0.7224384215913994,-0.8095735226317267,15.0,-0.3768689753771356,mixer
1,0.6000000000000001,1.0981894123265006,1.1406453634085212,SG,0.37855298937043047,0.6000000000000001,0.32430896304085316,-0.6172021287938503,15.0,-0.39072115772870286,mixer
1,0.5,1.0058165019115868,1.0167167919799498,SG,0.2653756302981142,1.9999999999999998,0.2655048862075635,-0.28596502453766837,26.000000000000007,-0.27458104395112254,mixer
1,0.6000000000000001,1.0392783613319108,1.554768170426065,SG,0.3945845609894916,1.0,0.4628099857815248,-0.41469813127681876,1.8000000000000003,-0.3509591645732225,mixer
1,0.4000000000000001,1.4322335519976757,0.9329197994987468,SG,0.16677010854115515,5.000000000000001,0.18218861350461202,-1.6370330444617684,26.000000000000007,-0.5107331378649139,mixer
1,0.4000000000000001,1.5867030609861736,1.9420300751879696,SG,,,,-1.1391964326081503,0.5,-0.5898062134341095,quencher
1,0.20000000000000004,2.981349883772616,3.314523809523809,SG,0.9345352811808008,1.9999999999999998,0.48024094705671005,-2.3541812236073802,0.4000000000000001,-0.6795250554282418,mixer
1,0.5,1.8289373183137454,0.960217391304348,SG,,,,-0.9363039829870297,0.5,-0.43800766609369984,quencher
1,0.4000000000000001,3.619490437072862,2.619148550724638,SG,,,,-2.8294318325695103,0.20000000000000004,-0.5161624490045763,quencher
1,0.20000000000000004,3.732414964532755,1.7791727053140096,SG,,,,-4.22635559807025,3.5000000000000004,-0.7364055743220046,quencher
1,0.5,4.336658466803341,3.9373792270531403,SG,,,,-3.4611859510977565,0.8000000000000002,-0.7523501402101223,quencher
1,0.8000000000000002,1.9833744603204713,2.246938405797101,SG,,,,-1.2290576805254896,1.4999999999999998,-0.4713393584482057,quencher
1,0.8000000000000002,1.8124280476573087,2.8501086956521737,SG,0.647418162470597,0.20000000000000004,0.42782050180131387,-1.5215688320554248,26.000000000000007,-0.5997796686122386,mixer
1,0.4000000000000001,1.3626801213877695,1.3421256038647345,SG,0.5143426796903192,0.20000000000000004,0.3970329134788561,-0.49727072514760806,5.000000000000001,-0.30228870812871567,mixer
1,0.6000000000000001,1.53064406856115,0.5423934837092732,SG,0.4516495445260912,0.20000000000000004,0.45448789707299664,-0.5609947505541009,2.4000000000000004,-0.2900802111316599,mixer
1,0.4000000000000001,4.46315840324995,2.326979949874687,SG,,,,-3.141968400973065,0.5,-0.65812422959934,quencher
1,0.5,4.148066904221852,1.9351566416040105,SG,0.7762454013074485,1.0,0.3473488845203362,-5.525330369073529,10.000000000000002,-0.6682897620798157,mixer
1,0.4000000000000001,3.356240369510842,1.9305451127819544,SG,1.6135556754781573,0.10000000000000002,0.44878151503511876,-3.9527922164488762,0.5,-0.6928237324138724,mixer
1,0.5,3.6066272793708594,2.6288972431077693,SG,,,,-3.1391914355377026,20.000000000000004,-0.6466600930623028,quencher
1,0.6000000000000001,1.790304378836366,1.190281954887218,SG,0.7363653183077488,0.20000000000000004,0.5433309720413437,-1.0531563181613444,15.0,-0.48692694475856396,mixer
1,0.5,5.310313931855707,1.1379626485568761,SG,1.9491163424757705,10.000000000000002,0.254399221669522,-5.70929135941695,3.5000000000000004,-0.7052343790000232,mixer
1,0.5,4.267246003712616,1.3247410865874365,SG,,,,-5.652126464936787,10.000000000000002,-0.7043112309158696,quencher
1,0.4000000000000001,2.751897292044285,1.1358106960950762,SG,1.1861092491346827,0.10000000000000002,0.5044151448819781,-3.4232699030340346,0.4000000000000001,-0.7490610878497285,mixer
1,0.4000000000000001,4.529673070579871,2.519983022071307,SG,,,,-5.539797266878917,0.4000000000000001,-0.8630694120156902,quencher
1,0.8000000000000002,3.184551569035469,1.8618859649122808,SG,0.656545765743231,1.2000000000000002,0.24132237162689527,-2.196244101631765,0.10000000000000002,-0.4479291767028468,mixer
1,0.8000000000000002,5.892145900015158,3.9974174406604748,SG,,,,-6.219068618189115,0.8000000000000002,-0.7883708351569912,quencher
1,0.8000000000000002,5.274961734492787,3.7430959752321984,SG,,,,-2.4117960354249433,0.8000000000000002,-0.4368465779469915,quencher
1,0.8000000000000002,3.961147127391341,2.7842956656346747,SG,,,,-2.8930767914329985,5.000000000000001,-0.5396571380010831,quencher
1,0.5,2.8941809453413314,1.98187564499484,SG,,,,-2.3531356183585457,1.8000000000000003,-0.5448557474065895,quencher
1,0.6000000000000001,2.138541565413355,1.3330082559339524,SG,1.0455774979675696,0.4000000000000001,0.5050249289680389,-0.4161312427688211,1.8000000000000003,-0.18792384701833031,mixer
1,0.8000000000000002,1.3152960684010944,3.1538802889576885,SG,0.7520940413014858,0.6000000000000001,0.5123523283910781,-0.6401729165738165,5.000000000000001,-0.44289845851344084,mixer
1,0.5,1.6987640566492137,4.812487468671679,G,,,,-1.1628351088404105,1.8000000000000003,-0.4867270309849707,quencher
1,0.6000000000000001,1.6174350609310912,4.240513784461152,G,,,,-1.0933243379131061,1.0,-0.4850570791720152,quencher
1,0.6000000000000001,1.652873078363456,5.811253132832079,G,,,,-0.6538113896514248,1.8000000000000003,-0.3005960026702733,quencher
1,0.4000000000000001,1.6869032278616745,3.1215760869565217,G,,,,-0.856698081965374,20.000000000000004,-0.408141616747084,quencher
1,3.0000000000000004,1.0793050136789466,4.433134057971014,G,,,,-0.46018774039494714,3.0000000000000004,-0.4052481348571662,quencher
1,0.8000000000000002,1.1626288828340916,3.9577657004830917,G,0.471430555296934,0.20000000000000004,0.40872696817620024,-0.5206147366636662,3.0000000000000004,-0.36683810960563984,mixer
1,0.5,2.24042798064483,1.4400751879699245,G,0.6327959170500472,0.20000000000000004,0.3735629534076765,-1.9650410068784057,3.5000000000000004,-0.6292396657140992,mixer
1,0.5,2.5915126446506203,2.3711466165413535,G,,,,-2.7906107416586643,1.4999999999999998,-0.7433148916631219,quencher
1,1.0,1.5567692273052842,6.215971177944862,G,,,,-0.9019187355146026,10.000000000000002,-0.3771804237707052,quencher
1,0.4000000000000001,1.5598992549364934,2.464435483870968,G,0.637172037077087,2.4000000000000004,0.4870510746185828,-1.1075641719636184,0.4000000000000001,-0.6449714074555428,mixer
1,1.0,1.0335545956157706,2.6519906621392186,G,0.8408595503514829,0.10000000000000002,0.6650103433149746,-0.1272019863693744,0.6000000000000001,-0.1221567090266375,mixer
1,0.6000000000000001,1.8730815051943572,5.337962648556876,G,0.8398007680518698,0.20000000000000004,0.492514122534271,-1.0484430092944914,3.5000000000000004,-0.47942836746385764,mixer
1,0.5,1.8814708427877334,2.8318730650154795,G,1.7498716143335131,0.6000000000000001,0.9199067123199687,-0.70302784365355,15.0,-0.40352490103604244,mixer
1,0.4000000000000001,1.4628707268275647,3.3350257997936015,G,,,,-0.4887524289061367,15.0,-0.3070342380452898,quencher
1,0.4000000000000001,1.057153794685374,1.9706965944272448,G,0.1816538939179081,2.4000000000000004,0.18918522512673705,-0.18925486466532093,26.000000000000007,-0.16580619471825145,mixer
1,0.6000000000000001,1.4921352080308934,3.4083771929824556,IG,0.5089150218329723,0.10000000000000002,0.33721652411435765,-0.4821751862753152,1.9999999999999998,-0.3071656902513551,mixer
1,0.6000000000000001,1.1113099409471354,2.760375939849624,IG,0.3352003623184374,0.10000000000000002,0.3606525867723664,-0.6346635447542135,1.9999999999999998,-0.43019517300779897,mixer
1,1.0,1.6713344042244216,2.8727568922305764,IG,0.8651332908878171,20.000000000000004,0.7428976633954131,-1.215988726478761,15.0,-0.537398115744527,mixer
1,0.6000000000000001,1.3772225269112213,2.1454511278195487,IG,0.4831728281834309,0.20000000000000004,0.3310815300733851,-0.9041177538926053,2.4000000000000004,-0.4340113189869105,mixer
1,1.9999999999999998,1.9073245410979738,3.1757017543859654,IG,0.27764013404685883,1.9999999999999998,0.26311711363730195,-1.958953535304967,0.6000000000000001,-0.5862297757601116,mixer
1,1.9999999999999998,1.0866046259342168,1.2548558897243105,IG,,,,-0.2804851017697303,15.0,-0.21252626579927147,quencher
1,0.6000000000000001,1.2841136554330386,1.875576441102757,IG,0.2755048226256992,0.4000000000000001,0.3055266922618558,-1.1432206846915545,3.0000000000000004,-0.4875511207404179,mixer
1,0.8000000000000002,0.8961997207205905,6.417663043478261,IG,0.31053867116122347,0.6000000000000001,0.40931632372056903,-0.27720876354483914,1.8000000000000003,-0.2610812753146007,mixer
1,0.8000000000000002,1.6931920471304507,2.5887077294685987,IG,,,,-1.550679512182621,10.000000000000002,-0.6144900758758453,quencher
1,0.6000000000000001,2.0721662729834502,4.649202898550723,IG,,,,-1.9126119209395935,0.8000000000000002,-0.8555118488172314,quencher
1,1.0,1.4452990651082078,5.661213768115942,IG,,,,-1.461190087464347,10.000000000000002,-0.7090927225739252,quencher
1,0.5,3.319303238128855,4.897934782608696,IG,,,,-3.7662717908243915,3.0000000000000004,-0.7524478524263141,quencher
1,1.9999999999999998,2.689508291667768,4.775549516908212,IG,,,,-2.2693270206426446,10.000000000000002,-0.6795036546523092,quencher
1,0.20000000000000004,1.2255659462222315,2.4494927536231885,IG,0.27528348106270084,1.4999999999999998,0.30359487290674897,-0.6910384318573517,0.4000000000000001,-0.4143209517675135,mixer
1,0.6000000000000001,2.2332871964717147,5.786798245614034,IG,0.3626382029484738,1.9999999999999998,0.2343602284180703,-0.9477916500541284,20.000000000000004,-0.35517592510539386,mixer
1,0.8000000000000002,1.8476473236952209,4.297556390977444,IG,,,,-0.6318170031450467,0.4000000000000001,-0.2848729271135472,quencher
1,0.6000000000000001,1.7344469189993166,1.3751942355889726,IG,0.9644036428241718,3.5000000000000004,0.6028628023529989,-0.47604982166468335,5.000000000000001,-0.29319392276612244,mixer
1,0.5,3.8468429339680514,4.061134085213033,IG,,,,-4.122046430313955,5.000000000000001,-0.7411667844540137,quencher
1,0.5,2.410092110958996,3.144467418546366,IG,,,,-1.8834968664267353,0.6000000000000001,-0.6115200447984627,quencher
1,0.5,4.641332189423049,7.54498746867168,IG,,,,-3.4926244413565235,1.0,-0.6049625296298783,quencher
1,0.5,3.51134855589272,4.882161654135339,IG,,,,-2.8338236428943318,5.000000000000001,-0.699676627829493,quencher
1,0.5,1.3957546633956184,3.1462224108658745,IG,0.5807696499100574,0.20000000000000004,0.43905432349261475,-0.5299486678155763,3.5000000000000004,-0.34563193834133704,mixer
1,0.4000000000000001,1.4868693371144166,1.2368251273344653,IG,0.3453783697700281,5.000000000000001,0.2596387504378011,-1.166613938218957,0.4000000000000001,-0.5481075619518638,mixer
1,0.4000000000000001,2.079441250370008,3.686494057724958,IG,1.3151915898558164,0.10000000000000002,0.8340750125087599,-2.4243353685953695,0.4000000000000001,-0.7780804582378301,mixer
1,0.6000000000000001,1.4989818454870574,4.265946519524618,IG,,,,-1.3163213848595365,3.0000000000000004,-0.6067029347965984,quencher
1,0.8000000000000002,1.498031429454211,2.3643803056027166,IG,0.5395831937576439,0.5,0.3691879637165441,-0.4358913270241769,20.000000000000004,-0.22092895557583067,mixer
1,0.8000000000000002,1.0707745224119363,1.5240492359932087,IG,0.538401879907887,1.9999999999999998,0.5690385815804048,-0.4633881723895923,0.4000000000000001,-0.32738205088618283,mixer
1,1.0,1.1395213647855131,1.8725551782682512,IG,0.283476799249996,5.000000000000001,0.2657571969342227,-0.3150714741331355,0.5,-0.27922333509575,mixer
1,0.6000000000000001,1.108822411177777,0.9600851393188855,IG,0.2561147181692094,0.6000000000000001,0.25238271376451643,-0.2793527464145895,3.0000000000000004,-0.22963623297049496,mixer
1,0.5,2.2862433105336635,1.1566228070175442,IG,,,,-1.5411021322969742,1.4999999999999998,-0.5659573634489765,quencher
1,0.5,1.1945056718225178,2.8993395252837972,IG,0.1650383618054887,0.10000000000000002,0.14297540411601192,-0.47282164137572946,1.4999999999999998,-0.36181987758322554,mixer
1,0.6000000000000001,1.4120603334472759,1.5647342621259028,IG,0.3623507898953533,0.20000000000000004,0.23666346557750806,-0.49359136118226044,3.5000000000000004,-0.30196887581497295,mixer
1,0.8000000000000002,1.5381416020192962,1.948470072239422,IG,0.8362243051064824,0.8000000000000002,0.6336855802619219,-0.1895564642464389,5.000000000000001,-0.1270528598004477,mixer
1,2.4000000000000004,1.4674963382624733,0.6817518059855521,IG,,,,-1.026515140676846,0.4000000000000001,-0.4069760684516418,quencher
1,5.000000000000001,1.3576369843444043,1.4346749226006192,IG,1.3325099062543762,10.000000000000002,0.8849957604803654,-0.6962050761878044,1.4999999999999998,-0.42994851448799926,mixer
1,3.0000000000000004,1.5987282476898514,0.38277347781217747,IG,0.8126963021711646,20.000000000000004,0.6151814519758713,-0.4766005514626559,0.4000000000000001,-0.2901504421079753,mixer
